ProjectId;ProjectName;StationId;StationCode;StationName;SampleDate_dato;SampleDate_tid;Depth1;Depth2;Al_µg/l;Al/IL_µg/l;Al/L_µg/l;Al/R_µg/l;Alk_4.5_mmol/l;ANC_µEkv/L;As_µg/l;Au_µg/l;Ba_µg/l;Ca_mg/L;Cd_µg/l;Ce_µg/l;Cl_mg/L;Co_µg/l;Cr_µg/l;Cu_mg/l;DOC_mg/L C;Er_µg/l;Eu_µg/l;Farge_mg Pt/l;Fe_µg/l;Hg_ng/l;Ho_µg/l;K_mg/L;KOND20_µS/cm;Konduktivitet_mS/m;Mg_mg/L;Mn_µg/l;Mo_µg/l;Na_mg/L;NH4-N_µg/l;Ni_µg/L;NO3-N_µg/l;Pb_mg/l;PCB101_ng/l;PCB28_ng/l;Pd_µg/l;pH;PO4-P_µg/l;Pt_µg/l;S_µg/l;SiO2_mg/l;Sm_µg/l;SO4_mg/L;SO4_Old_mg/l;Sr_µg/l;TOC_mg/l;TOTN_µg/l;TOTP_µg/l;UV absorbans_Abs/cm;UV-Abs. 254nm_Abs/cm;UV-Abs. 365nm_Abs/cm;UV-Abs. 410nm_Abs/cm;Y_µg/l;Zn_mg/l
2898;FELTFO;37933;LAE03;Innløpsbekk øst;09.05.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.88;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;80;NaN;NaN;NaN;0.23;20;NaN;0.24;NaN;NaN;NaN;8;NaN;< 10;NaN;NaN;NaN;NaN;4.63;NaN;NaN;NaN;NaN;NaN;NaN;3.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2898;FELTFO;37933;LAE03;Innløpsbekk øst;11.05.1973;15:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.86;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;68;NaN;NaN;NaN;0.27;21.5;NaN;0.24;NaN;NaN;NaN;10;NaN;< 10;NaN;NaN;NaN;NaN;4.53;NaN;NaN;NaN;NaN;NaN;NaN;3.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2898;FELTFO;37933;LAE03;Innløpsbekk øst;19.05.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;80;NaN;NaN;NaN;0.19;19.6;NaN;0.27;NaN;NaN;NaN;10;NaN;< 10;NaN;NaN;NaN;NaN;4.67;NaN;NaN;NaN;NaN;NaN;NaN;3.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2898;FELTFO;37933;LAE03;Innløpsbekk øst;27.05.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.99;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;87;NaN;NaN;NaN;0.14;19.4;NaN;0.26;NaN;NaN;NaN;5;NaN;< 10;NaN;NaN;NaN;NaN;4.61;NaN;NaN;NaN;NaN;NaN;NaN;3.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;03.06.1973;13:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;85;NaN;NaN;NaN;0.06;22.4;NaN;0.27;NaN;NaN;NaN;15;NaN;< 10;NaN;NaN;NaN;NaN;4.49;NaN;NaN;NaN;NaN;NaN;NaN;3.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;11.06.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.14;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;103;NaN;NaN;NaN;NaN;18.5;NaN;0.25;NaN;NaN;NaN;5;NaN;< 10;NaN;NaN;NaN;NaN;4.7;NaN;NaN;NaN;NaN;NaN;NaN;2.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;16.06.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.13;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;106;NaN;NaN;NaN;0.08;20;NaN;0.24;NaN;NaN;NaN;< 5;NaN;< 10;NaN;NaN;NaN;NaN;4.78;NaN;NaN;NaN;NaN;NaN;NaN;2.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02
2898;FELTFO;37933;LAE03;Innløpsbekk øst;21.06.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1;NaN;NaN;0.8;NaN;NaN;NaN;NaN;NaN;NaN;113;NaN;NaN;NaN;0.05;18;NaN;0.24;NaN;NaN;NaN;< 5;NaN;< 10;NaN;NaN;NaN;NaN;4.76;NaN;NaN;NaN;NaN;NaN;NaN;2.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;16.07.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.36;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;73;NaN;NaN;NaN;0.03;15.8;NaN;0.22;NaN;NaN;NaN;10;NaN;< 10;NaN;NaN;NaN;NaN;5.03;NaN;NaN;NaN;NaN;NaN;NaN;2.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;21.07.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.67;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN;NaN;81;NaN;NaN;NaN;0.05;22.8;NaN;0.34;NaN;NaN;NaN;< 5;NaN;< 10;NaN;NaN;NaN;NaN;4.71;NaN;NaN;NaN;NaN;NaN;NaN;3.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;28.07.1973;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.66;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN;NaN;172;NaN;NaN;NaN;0.02;22.4;NaN;0.34;NaN;NaN;NaN;< 5;NaN;< 10;NaN;NaN;NaN;NaN;4.59;NaN;NaN;NaN;NaN;NaN;NaN;2.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;03.01.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.55;NaN;NaN;0.8;NaN;NaN;NaN;NaN;NaN;NaN;126;NaN;NaN;NaN;0.07;19.4;NaN;0.34;NaN;NaN;NaN;NaN;NaN;20;NaN;NaN;NaN;NaN;5.01;NaN;NaN;NaN;NaN;NaN;NaN;4.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;16.01.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.52;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;76;NaN;NaN;NaN;0.04;20.5;NaN;0.34;NaN;NaN;NaN;25;NaN;20;NaN;NaN;NaN;NaN;4.93;NaN;NaN;NaN;NaN;NaN;NaN;4.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;01.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;73;NaN;NaN;NaN;0.09;19.7;NaN;0.33;NaN;NaN;NaN;10;NaN;30;NaN;NaN;NaN;NaN;4.93;NaN;NaN;NaN;NaN;NaN;NaN;4.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;09.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.51;NaN;NaN;0.4;NaN;NaN;NaN;NaN;NaN;NaN;66;NaN;NaN;NaN;0.08;20.2;NaN;0.34;NaN;NaN;NaN;10;NaN;20;NaN;NaN;NaN;NaN;5.01;NaN;NaN;NaN;NaN;NaN;NaN;4.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;11.02.1974;22:50:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.45;0.15;NaN;0.6;NaN;NaN;0.001;NaN;NaN;NaN;81;NaN;NaN;NaN;0.23;20.5;NaN;0.33;NaN;NaN;1.09;25;NaN;60;NaN;NaN;NaN;NaN;4.87;NaN;NaN;NaN;NaN;NaN;NaN;6.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;00:15:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.42;0.2;NaN;0.6;NaN;NaN;0.005;NaN;NaN;NaN;76;NaN;NaN;NaN;0.16;20;NaN;0.33;NaN;NaN;1.04;15;NaN;60;NaN;NaN;NaN;NaN;4.85;NaN;NaN;NaN;NaN;NaN;NaN;6.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;01:15:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.43;0.25;NaN;0.6;NaN;NaN;0.002;NaN;NaN;NaN;76;NaN;NaN;NaN;0.18;20.5;NaN;0.33;NaN;NaN;1.04;15;NaN;110;NaN;NaN;NaN;NaN;4.83;NaN;NaN;NaN;NaN;NaN;NaN;6.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;08:40:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.57;0.3;NaN;0.6;NaN;NaN;0.002;NaN;NaN;NaN;76;NaN;NaN;NaN;0.2;22.5;NaN;0.36;NaN;NaN;0.94;20;NaN;70;NaN;NaN;NaN;NaN;4.77;NaN;NaN;NaN;NaN;NaN;NaN;6.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;10:40:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.61;0.15;NaN;0.6;NaN;NaN;0.002;NaN;NaN;NaN;83;NaN;NaN;NaN;0.2;24;NaN;0.38;NaN;NaN;0.98;10;NaN;120;NaN;NaN;NaN;NaN;4.71;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;13:25:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.71;0.2;NaN;0.6;NaN;NaN;0.002;NaN;NaN;NaN;78;NaN;NaN;NaN;0.21;26;NaN;0.4;NaN;NaN;1.01;10;NaN;120;NaN;NaN;NaN;NaN;4.65;NaN;NaN;NaN;NaN;NaN;NaN;6.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;15:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.42;0.2;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;76;NaN;NaN;NaN;0.16;20;NaN;0.33;NaN;NaN;1.04;15;NaN;60;NaN;NaN;NaN;NaN;4.85;NaN;NaN;NaN;NaN;NaN;NaN;6.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;15:30:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.77;0.2;NaN;0.6;NaN;NaN;< 0,0005;NaN;NaN;NaN;76;NaN;NaN;NaN;0.23;27.5;NaN;0.44;NaN;NaN;1.18;15;NaN;120;NaN;NaN;NaN;NaN;4.62;NaN;NaN;NaN;NaN;NaN;NaN;7.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;18:15:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.76;0.1;NaN;0.6;NaN;NaN;< 0,0005;NaN;NaN;NaN;78;NaN;NaN;NaN;0.22;28;NaN;0.42;NaN;NaN;1.01;5;NaN;110;NaN;NaN;NaN;NaN;4.6;NaN;NaN;NaN;NaN;NaN;NaN;6.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;20:30:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.76;0.15;NaN;0.6;NaN;NaN;< 0,0005;NaN;NaN;NaN;78;NaN;NaN;NaN;0.24;28;NaN;0.42;NaN;NaN;1.17;10;NaN;100;NaN;NaN;NaN;NaN;4.59;NaN;NaN;NaN;NaN;NaN;NaN;7.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;22:40:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.74;0.25;NaN;0.6;NaN;NaN;0.001;NaN;NaN;NaN;78;NaN;NaN;NaN;0.24;27.5;NaN;0.42;NaN;NaN;1.08;10;NaN;90;NaN;NaN;NaN;NaN;4.58;NaN;NaN;NaN;NaN;NaN;NaN;7.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;12.02.1974;23:45:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.71;0.15;NaN;0.6;NaN;NaN;0.0005;NaN;NaN;NaN;81;NaN;NaN;NaN;0.19;27.5;NaN;0.42;NaN;NaN;1.13;10;NaN;80;NaN;NaN;NaN;NaN;4.58;NaN;NaN;NaN;NaN;NaN;NaN;7.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;13.02.1974;07:20:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.71;0.1;NaN;0.6;NaN;NaN;< 0,0005;NaN;NaN;NaN;81;NaN;NaN;NaN;0.2;27.5;NaN;0.42;NaN;NaN;1.12;5;NaN;50;NaN;NaN;NaN;NaN;4.57;NaN;NaN;NaN;NaN;NaN;NaN;7.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;13.02.1974;09:05:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.69;0.2;NaN;0.6;NaN;NaN;< 0,0005;NaN;NaN;NaN;81;NaN;NaN;NaN;0.18;27.5;NaN;0.41;NaN;NaN;1.05;5;NaN;40;NaN;NaN;NaN;NaN;4.56;NaN;NaN;NaN;NaN;NaN;NaN;7.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;13.02.1974;11:15:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.65;0.2;NaN;0.6;NaN;NaN;< 0,0005;NaN;NaN;NaN;81;NaN;NaN;NaN;0.19;27;NaN;0.4;NaN;NaN;0.9;10;NaN;50;NaN;NaN;NaN;NaN;4.57;NaN;NaN;NaN;NaN;NaN;NaN;6.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;15.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.48;0.14;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;73;NaN;NaN;NaN;0.13;25.8;NaN;0.38;NaN;NaN;0.82;5;NaN;20;NaN;NaN;NaN;NaN;4.65;NaN;NaN;NaN;NaN;NaN;NaN;6.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;17.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.56;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;76;NaN;NaN;NaN;0.05;23.2;NaN;0.37;NaN;NaN;NaN;40;NaN;10;NaN;NaN;NaN;NaN;4.67;NaN;NaN;NaN;NaN;NaN;NaN;4.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;20.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.51;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;81;NaN;NaN;NaN;0.07;23.5;NaN;0.35;NaN;NaN;NaN;10;NaN;20;NaN;NaN;NaN;NaN;4.73;NaN;NaN;NaN;NaN;NaN;NaN;4.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;22.02.1974;17:35:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.53;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;81;NaN;NaN;NaN;0.09;22.4;NaN;0.36;NaN;NaN;NaN;10;NaN;30;NaN;NaN;NaN;NaN;4.76;NaN;NaN;NaN;NaN;NaN;NaN;5.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.015
2898;FELTFO;37933;LAE03;Innløpsbekk øst;24.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.52;NaN;NaN;1.8;NaN;NaN;NaN;NaN;NaN;NaN;83;NaN;NaN;NaN;0.06;22.4;NaN;0.35;NaN;NaN;NaN;15;NaN;20;NaN;NaN;NaN;NaN;4.77;NaN;NaN;NaN;NaN;NaN;NaN;4.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;27.02.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;81;NaN;NaN;NaN;0.08;21.3;NaN;0.35;NaN;NaN;NaN;5;NaN;10;NaN;NaN;NaN;NaN;4.77;NaN;NaN;NaN;NaN;NaN;NaN;5.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;08.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;86;NaN;NaN;NaN;0.09;21;NaN;0.34;NaN;NaN;NaN;10;NaN;20;NaN;NaN;NaN;NaN;4.83;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;16.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.47;NaN;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;86;NaN;NaN;NaN;0.1;20;NaN;0.33;NaN;NaN;NaN;8;NaN;30;NaN;NaN;NaN;NaN;4.79;NaN;NaN;NaN;NaN;NaN;NaN;5.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;22.03.1974;12:40:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5;36;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;78;NaN;NaN;NaN;0.11;20.3;NaN;0.34;NaN;NaN;1;10;NaN;30;NaN;NaN;NaN;NaN;4.89;NaN;NaN;NaN;NaN;NaN;NaN;5.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;23.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.53;32;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;94;NaN;NaN;NaN;0.13;21.2;NaN;0.32;NaN;NaN;0.9;10;NaN;40;NaN;NaN;NaN;NaN;4.84;NaN;NaN;NaN;NaN;NaN;NaN;4.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;24.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.56;70;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;92;NaN;NaN;NaN;0.16;23;NaN;0.32;NaN;NaN;0.95;10;NaN;NaN;NaN;NaN;NaN;NaN;4.73;NaN;NaN;NaN;NaN;NaN;NaN;4.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;25.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.57;36;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;97;NaN;NaN;NaN;0.14;21;NaN;0.32;NaN;NaN;0.97;10;NaN;30;NaN;NaN;NaN;NaN;4.87;NaN;NaN;NaN;NaN;NaN;NaN;4.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;< 0,01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;26.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.57;44;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;92;NaN;NaN;NaN;0.16;21.8;NaN;0.33;NaN;NaN;0.91;15;NaN;30;NaN;NaN;NaN;NaN;4.84;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;27.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6;60;NaN;0.8;NaN;NaN;NaN;NaN;NaN;NaN;92;NaN;NaN;NaN;0.22;21.9;NaN;0.34;NaN;NaN;1.02;10;NaN;30;NaN;NaN;NaN;NaN;4.82;NaN;NaN;NaN;NaN;NaN;NaN;5.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;28.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.64;12;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;92;NaN;NaN;NaN;0.16;21;NaN;0.34;NaN;NaN;0.97;15;NaN;30;NaN;NaN;NaN;NaN;4.87;NaN;NaN;NaN;NaN;NaN;NaN;4.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;29.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.77;0.26;NaN;0.6;NaN;NaN;0.001;NaN;NaN;NaN;73;NaN;NaN;NaN;0.2;22.2;NaN;0.38;NaN;NaN;1.01;10;NaN;40;NaN;NaN;NaN;NaN;4.82;NaN;NaN;NaN;NaN;NaN;NaN;4.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02
2898;FELTFO;37933;LAE03;Innløpsbekk øst;30.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.91;0.78;NaN;0.6;NaN;NaN;0.0015;NaN;NaN;NaN;73;NaN;NaN;NaN;0.17;22.9;NaN;0.4;NaN;NaN;0.92;< 5;NaN;40;NaN;NaN;NaN;NaN;4.78;NaN;NaN;NaN;NaN;NaN;NaN;3.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02
2898;FELTFO;37933;LAE03;Innløpsbekk øst;31.03.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.93;0.32;NaN;0.6;NaN;NaN;0.0015;NaN;NaN;NaN;71;NaN;NaN;NaN;0.17;23.4;NaN;0.37;NaN;NaN;0.92;10;NaN;40;NaN;NaN;NaN;NaN;4.75;NaN;NaN;NaN;NaN;NaN;NaN;3.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02
2898;FELTFO;37933;LAE03;Innløpsbekk øst;01.04.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.98;0.65;NaN;0.6;NaN;NaN;0.0015;NaN;NaN;NaN;76;NaN;NaN;NaN;0.19;24.5;NaN;0.43;NaN;NaN;0.89;8;NaN;30;NaN;NaN;NaN;NaN;4.72;NaN;NaN;NaN;NaN;NaN;NaN;4.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;02.04.1974;00:00:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.85;0.4;NaN;0.6;NaN;NaN;0.0015;NaN;NaN;NaN;76;NaN;NaN;NaN;0.22;25.8;NaN;0.43;NaN;NaN;0.93;8;NaN;30;NaN;NaN;NaN;NaN;4.65;NaN;NaN;NaN;NaN;NaN;NaN;4.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
2898;FELTFO;37933;LAE03;Innløpsbekk øst;03.04.1974;12:10:00;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.96;0.52;NaN;0.6;NaN;NaN;0.0015;NaN;NaN;NaN;71;NaN;NaN;NaN;0.23;27.2;NaN;0.45;NaN;NaN;1.03;8;NaN;20;NaN;NaN;NaN;NaN;4.62;NaN;NaN;NaN;NaN;NaN;NaN;4.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01
