"","Station.ID","Station.Code","Station","Date","TOC_m","THg_m","MeHg_m","X254nm","X285nm","X365nm","X400nm","THg_s","MeHg_s","DOC_s","X254nm_s","X285nm_s","X365nm_s","X400nm_s","labile_m","labile_s","sUVa_m","sUVa_s","sVISa_m","sVISa_s","SAR_m","E2_E3_m","E2_E3_s","THGTOC_m","THGDOC_s","MeHGTOC_m","MeHGDOC_s","MeHg_rel_m","Year","month_day"
"85",108,"LAE01","Outlet",2017-07-10,11.6,NA,NA,0.520504,0.368648,0.116444,0.065036,NA,NA,NA,NA,NA,NA,NA,3.178,NA,4.48710344827586,NA,5.60655172413793,NA,8003.32123746848,4.46999416028305,NA,NA,NA,NA,NA,NA,"2017",2024-07-10
"86",108,"LAE01","Outlet",2017-07-16,10.9,NA,NA,0.446652,0.317656,0.101192,0.057052,NA,NA,NA,NA,NA,NA,NA,2.9142752293578,NA,4.0977247706422,NA,5.23412844036697,NA,7828.85788403562,4.41390623764724,NA,NA,NA,NA,NA,NA,"2017",2024-07-16
"87",108,"LAE01","Outlet",2017-07-24,10.4,NA,NA,0.418832,0.29592,0.09372,0.05236,NA,NA,NA,NA,NA,NA,NA,2.84538461538462,NA,4.02723076923077,NA,5.03461538461538,NA,7999.08326967151,4.46897140418267,NA,NA,NA,NA,NA,NA,"2017",2024-07-24
"88",108,"LAE01","Outlet",2017-07-30,10.8,3.535249,0.07045421,0.459396,0.3256556,0.105276,0.060592,NA,NA,NA,NA,NA,NA,NA,3.01532962962963,NA,4.25366666666667,NA,5.61037037037037,NA,7581.79297597043,4.36372962498575,NA,0.32733787037037,NA,0.00652353796296296,NA,1.99290658168633,"2017",2024-07-30
"89",108,"LAE01","Outlet",2017-08-05,11.4,NA,NA,0.440532,0.3107,0.098258,0.05388,NA,NA,NA,NA,NA,NA,NA,2.72543859649123,NA,3.86431578947368,NA,4.72631578947368,NA,8176.16926503341,4.4834211972562,NA,NA,NA,NA,NA,NA,"2017",2024-08-05
"90",108,"LAE01","Outlet",2017-08-14,15.1,NA,NA,0.632256,0.450116,0.14406,0.080168,NA,NA,NA,NA,NA,NA,NA,2.98090066225166,NA,4.18712582781457,NA,5.30913907284768,NA,7886.63806007384,4.38883798417326,NA,NA,NA,NA,NA,NA,"2017",2024-08-14
"91",108,"LAE01","Outlet",2017-08-20,15.4,NA,NA,0.660248,0.474492,0.153512,0.085768,NA,NA,NA,NA,NA,NA,NA,3.08111688311688,NA,4.28732467532467,NA,5.56935064935065,NA,7698.06920996176,4.30095367137422,NA,NA,NA,NA,NA,NA,"2017",2024-08-20
"92",108,"LAE01","Outlet",2017-08-26,15.3,4.518225,0.05343699,0.646804,0.461344,0.14846,0.082784,NA,NA,NA,NA,NA,NA,NA,3.01532026143791,NA,4.22747712418301,NA,5.41071895424836,NA,7813.15229996135,4.35675602855988,NA,0.295308823529412,NA,0.0034926137254902,NA,1.1826987367827,"2017",2024-08-26
"93",108,"LAE01","Outlet",2017-09-03,14.8,NA,NA,0.628784,0.44904,0.145448,0.081876,NA,NA,NA,NA,NA,NA,NA,3.03405405405405,NA,4.24854054054054,NA,5.53216216216216,NA,7679.71078215838,4.32308453880425,NA,NA,NA,NA,NA,NA,"2017",2024-09-03
"94",108,"LAE01","Outlet",2017-09-10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017",2024-09-10
"95",108,"LAE01","Outlet",2017-09-16,15.2,NA,NA,0.663496,0.476464,0.153016,0.084864,NA,NA,NA,NA,NA,NA,NA,3.13463157894737,NA,4.36510526315789,NA,5.58315789473684,NA,7818.34464555053,4.33612171276206,NA,NA,NA,NA,NA,NA,"2017",2024-09-16
"96",NA,"","Outlet",2017-09-22,NA,NA,NA,NA,NA,NA,NA,3.86,0.059,16.91,0.681,NA,0.157,0.087,NA,NA,NA,4.02720283855707,NA,5.14488468361916,NA,NA,4.3375796178344,NA,0.228267297457126,NA,0.00348905972797161,NA,"2017",2024-09-22
"97",108,"LAE01","Outlet",2017-09-24,14.7,4.50964,0.06044691,0.650224,0.469376,0.152028,0.084756,NA,NA,NA,NA,NA,NA,NA,3.19303401360544,NA,4.4232925170068,NA,5.76571428571429,NA,7671.71645665204,4.27700160496751,NA,0.306778231292517,NA,0.00411203469387755,NA,1.34039324646757,"2017",2024-09-24
"98",108,"LAE01","Outlet",2017-10-01,15.3,NA,NA,0.649148,0.471368,0.153608,0.08546,NA,NA,NA,NA,NA,NA,NA,3.08083660130719,NA,4.24279738562091,NA,5.58562091503268,NA,7595.9279194945,4.22600385396594,NA,NA,NA,NA,NA,NA,"2017",2024-10-01
"99",108,"LAE01","Outlet",2017-10-08,14.5,NA,NA,0.647524,0.46878,0.151988,0.084848,NA,NA,NA,NA,NA,NA,NA,3.23296551724138,NA,4.46568275862069,NA,5.85158620689655,NA,7631.57646615123,4.26036266021002,NA,NA,NA,NA,NA,NA,"2017",2024-10-08
"100",108,"LAE01","Outlet",2017-10-15,13.4,NA,NA,0.625644,0.452984,0.146376,0.08124,NA,NA,NA,NA,NA,NA,NA,3.3804776119403,NA,4.66898507462687,NA,6.06268656716418,NA,7701.18168389956,4.27422528283325,NA,NA,NA,NA,NA,NA,"2017",2024-10-15
"101",108,"LAE01","Outlet",2017-10-23,13.9,NA,NA,0.635464,0.461348,0.14892,0.082492,NA,NA,NA,NA,NA,NA,NA,3.31905035971223,NA,4.57168345323741,NA,5.93467625899281,NA,7703.34093002958,4.26715014773032,NA,NA,NA,NA,NA,NA,"2017",2024-10-23
"102",108,"LAE01","Outlet",2017-10-28,13.3,4.488232,0.06748253,0.626736,0.454904,0.148288,0.083068,NA,NA,NA,NA,NA,NA,NA,3.42033082706767,NA,4.7123007518797,NA,6.24571428571429,NA,7544.85481773968,4.22647820457488,NA,0.337461052631579,NA,0.00507387443609023,NA,1.50354371164414,"2017",2024-10-28
"103",108,"LAE01","Outlet",2017-11-05,13.8,NA,NA,0.617228,0.446628,0.143692,0.079652,NA,NA,NA,NA,NA,NA,NA,3.2364347826087,NA,4.47266666666667,NA,5.77188405797101,NA,7749.05840405765,4.29549313810094,NA,NA,NA,NA,NA,NA,"2017",2024-11-05
"104",108,"LAE01","Outlet",2017-11-12,13.4,NA,NA,0.615936,0.447492,0.144932,0.08054,NA,NA,NA,NA,NA,NA,NA,3.33949253731343,NA,4.59653731343284,NA,6.01044776119403,NA,7647.57884281103,4.24982750531284,NA,NA,NA,NA,NA,NA,"2017",2024-11-12
"105",108,"LAE01","Outlet",2017-11-18,13.1,NA,NA,0.625092,0.454292,0.147,0.081624,NA,NA,NA,NA,NA,NA,NA,3.46787786259542,NA,4.77169465648855,NA,6.23083969465649,NA,7658.18876800941,4.25232653061224,NA,NA,NA,NA,NA,NA,"2017",2024-11-18
"106",108,"LAE01","Outlet",2017-11-26,13.4,2.587687,0.07569423,0.608848,0.444868,0.144392,0.079824,NA,NA,NA,NA,NA,NA,NA,3.31991044776119,NA,4.54364179104478,NA,5.95701492537313,NA,7627.38023652034,4.21663250041554,NA,0.193110970149254,NA,0.00564882313432836,NA,2.92516946601347,"2017",2024-11-26
"107",108,"LAE01","Outlet",2017-12-03,13.4,NA,NA,0.624228,0.456948,0.149336,0.08332,NA,NA,NA,NA,NA,NA,NA,3.41005970149254,NA,4.65841791044776,NA,6.21791044776119,NA,7491.93470955353,4.18002357100766,NA,NA,NA,NA,NA,NA,"2017",2024-12-03
"108",108,"LAE01","Outlet",2017-12-11,13.2,NA,NA,0.625572,0.458384,0.148532,0.081888,NA,NA,NA,NA,NA,NA,NA,3.47260606060606,NA,4.73918181818182,NA,6.20363636363636,NA,7639.36107854631,4.21169848921445,NA,NA,NA,NA,NA,NA,"2017",2024-12-11
"109",108,"LAE01","Outlet",2017-12-17,14,NA,NA,0.637808,0.46608,0.150984,0.083312,NA,NA,NA,NA,NA,NA,NA,3.32914285714286,NA,4.55577142857143,NA,5.95085714285714,NA,7655.65584789706,4.22434165209559,NA,NA,NA,NA,NA,NA,"2017",2024-12-17
"110",108,"LAE01","Outlet",2017-12-23,13.9,NA,NA,0.600488,0.439252,0.142308,0.078632,NA,NA,NA,NA,NA,NA,NA,3.16008633093525,NA,4.32005755395683,NA,5.65697841726619,NA,7636.68735374911,4.2196362818675,NA,NA,NA,NA,NA,NA,"2017",2024-12-23
"111",108,"LAE01","Outlet",2017-12-29,13.4,4.043288,0.07045116,0.652816,0.47584,0.153624,0.084756,NA,NA,NA,NA,NA,NA,NA,3.5510447761194,NA,4.87176119402985,NA,6.32507462686567,NA,7702.29836235783,4.24944019163672,NA,0.301737910447761,NA,0.00525754925373134,NA,1.74242250366533,"2017",2024-12-29
"112",108,"LAE01","Outlet",2018-01-06,13.2,NA,NA,0.597708,0.437788,0.142716,0.079672,NA,NA,NA,NA,NA,NA,NA,3.31657575757576,NA,4.52809090909091,NA,6.03575757575758,NA,7502.10864544633,4.18809383671067,NA,NA,NA,NA,NA,NA,"2018",2024-01-06
"113",108,"LAE01","Outlet",2018-01-16,13.1,NA,NA,0.613464,0.448096,0.146352,0.081492,NA,NA,NA,NA,NA,NA,NA,3.42058015267176,NA,4.68293129770992,NA,6.22076335877863,NA,7527.90457959063,4.19170219744178,NA,NA,NA,NA,NA,NA,"2018",2024-01-16
"114",108,"LAE01","Outlet",2018-01-22,13,NA,NA,0.585856,0.428992,0.140564,0.078544,NA,NA,NA,NA,NA,NA,NA,3.29993846153846,NA,4.50658461538462,NA,6.04184615384615,NA,7458.95294357303,4.1678950513645,NA,NA,NA,NA,NA,NA,"2018",2024-01-22
"115",108,"LAE01","Outlet",2018-01-25,12.7,3.507779,0.06777522,0.590536,0.431276,0.140856,0.078596,NA,NA,NA,NA,NA,NA,NA,3.39587401574803,NA,4.64988976377953,NA,6.18866141732283,NA,7513.56303119752,4.19248026353155,NA,0.276203070866142,NA,0.00533663149606299,NA,1.9321405367898,"2018",2024-01-25
"116",108,"LAE01","Outlet",2018-02-02,12.3,NA,NA,0.594372,0.434524,0.141848,0.078728,NA,NA,NA,NA,NA,NA,NA,3.53271544715447,NA,4.83229268292683,NA,6.40065040650407,NA,7549.69007214714,4.19020359821781,NA,NA,NA,NA,NA,NA,"2018",2024-02-02
"117",108,"LAE01","Outlet",2018-02-11,12.3,NA,NA,0.58772,0.430868,0.141452,0.0789,NA,NA,NA,NA,NA,NA,NA,3.5029918699187,NA,4.77821138211382,NA,6.41463414634146,NA,7448.9226869455,4.15490767186042,NA,NA,NA,NA,NA,NA,"2018",2024-02-11
"118",108,"LAE01","Outlet",2018-02-19,12.3,NA,NA,0.580348,0.424924,0.139584,0.07764,NA,NA,NA,NA,NA,NA,NA,3.45466666666667,NA,4.71827642276423,NA,6.31219512195122,NA,7474.85832045337,4.15769715726731,NA,NA,NA,NA,NA,NA,"2018",2024-02-19
"119",108,"LAE01","Outlet",2018-02-24,12.1,3.01419,0.07899634,0.580408,0.424532,0.138844,0.077336,NA,NA,NA,NA,NA,NA,NA,3.50852892561984,NA,4.79676033057851,NA,6.39140495867769,NA,7505.01706837695,4.18028866929792,NA,0.249106611570248,NA,0.00652862314049587,NA,2.62081487895587,"2018",2024-02-24
"120",108,"LAE01","Outlet",2018-03-03,11.9,NA,NA,0.538928,0.395932,0.131424,0.07376,NA,NA,NA,NA,NA,NA,NA,3.32715966386555,NA,4.52880672268908,NA,6.19831932773109,NA,7306.50759219089,4.10068176284392,NA,NA,NA,NA,NA,NA,"2018",2024-03-03
"121",108,"LAE01","Outlet",2018-03-10,11.8,NA,NA,0.536988,0.393188,0.129092,0.07204,NA,NA,NA,NA,NA,NA,NA,3.33210169491525,NA,4.55074576271186,NA,6.10508474576271,NA,7454.02554136591,4.15973104452638,NA,NA,NA,NA,NA,NA,"2018",2024-03-10
"122",108,"LAE01","Outlet",2018-03-19,12.3,NA,NA,0.55648,0.408504,0.135508,0.076144,NA,NA,NA,NA,NA,NA,NA,3.32117073170732,NA,4.52422764227642,NA,6.19056910569106,NA,7308.25803740282,4.10662101130561,NA,NA,NA,NA,NA,NA,"2018",2024-03-19
"123",108,"LAE01","Outlet",2018-03-24,11.6,3.32,0.03322068,0.567252,0.416356,0.137424,0.077028,NA,NA,NA,NA,NA,NA,NA,3.58927586206897,NA,4.89010344827586,NA,6.64034482758621,NA,7364.23118865867,4.12775061124694,NA,0.286206896551724,NA,0.00286385172413793,NA,1.00062289156627,"2018",2024-03-24
"124",108,"LAE01","Outlet",2018-04-03,12.2,NA,NA,0.51102,0.3787,0.126764,0.071644,NA,NA,NA,NA,NA,NA,NA,3.10409836065574,NA,4.18868852459016,NA,5.87245901639344,NA,7132.76757299983,4.03127070777192,NA,NA,NA,NA,NA,NA,"2018",2024-04-03
"125",108,"LAE01","Outlet",2018-04-07,12.3,NA,NA,0.577256,0.42378,0.140064,0.078544,NA,NA,NA,NA,NA,NA,NA,3.44536585365854,NA,4.69313821138211,NA,6.38569105691057,NA,7349.46017518843,4.12137308658899,NA,NA,NA,NA,NA,NA,"2018",2024-04-07
"126",108,"LAE01","Outlet",2018-04-17,14.1,NA,NA,0.602612,0.441056,0.142652,0.07838,NA,NA,NA,NA,NA,NA,NA,3.12805673758865,NA,4.27384397163121,NA,5.55886524822695,NA,7688.33886195458,4.22435016683958,NA,NA,NA,NA,NA,NA,"2018",2024-04-17
"127",108,"LAE01","Outlet",2018-04-21,11.2,NA,NA,0.453116,0.329316,0.10454,0.057428,NA,NA,NA,NA,NA,NA,NA,2.94032142857143,NA,4.04567857142857,NA,5.1275,NA,7890.15811102598,4.33437918500096,NA,NA,NA,NA,NA,NA,"2018",2024-04-21
"128",108,"LAE01","Outlet",2018-04-30,8.1,3.04,0.02276699,0.372352,0.270844,0.088616,0.0494,NA,NA,NA,NA,NA,NA,NA,3.34375308641975,NA,4.59693827160494,NA,6.09876543209877,NA,7537.48987854251,4.20185970930757,NA,0.375308641975309,NA,0.00281073950617284,NA,0.748914144736842,"2018",2024-04-30
"129",108,"LAE01","Outlet",2018-05-06,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",2024-05-06
"130",108,"LAE01","Outlet",2018-05-14,7.9,NA,NA,0.3509502,0.25231,0.083724,0.04708,NA,NA,NA,NA,NA,NA,NA,3.19379746835443,NA,4.44240759493671,NA,5.95949367088608,NA,7454.3372982158,4.1917514691128,NA,NA,NA,NA,NA,NA,"2018",2024-05-14
"131",108,"LAE01","Outlet",2018-05-21,7.5,NA,NA,0.344076,0.245102,0.079762,0.044996,NA,NA,NA,NA,NA,NA,NA,3.26802666666667,NA,4.58768,NA,5.99946666666667,NA,7646.81305004889,4.31378350593014,NA,NA,NA,NA,NA,NA,"2018",2024-05-21
"132",108,"LAE01","Outlet",2018-05-27,7.4,2.72,0.05326135,0.328796,0.230964,0.072508,0.03998,NA,NA,NA,NA,NA,NA,NA,3.12113513513513,NA,4.44318918918919,NA,5.4027027027027,NA,8224.012006003,4.53461686986264,NA,0.367567567567568,NA,0.00719747972972973,NA,1.95813786764706,"2018",2024-05-27
"133",NA,"","Outlet",2018-05-29,NA,NA,NA,NA,NA,NA,NA,2.4,NA,7.4,0.329,0.232,0.068,0.035,NA,3.13513513513514,NA,4.44594594594595,NA,4.72972972972973,NA,NA,4.83823529411765,NA,0.324324324324324,NA,NA,NA,"2018",2024-05-29
"134",108,"LAE01","Outlet",2018-06-03,7.5,NA,NA,0.300694,0.21192,0.066496,0.036584,NA,NA,NA,NA,NA,NA,NA,2.8256,NA,4.00925333333333,NA,4.87786666666667,NA,8219.27618631096,4.52198628488932,NA,NA,NA,NA,NA,NA,"2018",2024-06-03
"135",108,"LAE01","Outlet",2018-06-10,7.2,NA,NA,0.30748,0.215334,0.068164,0.037888,NA,NA,NA,NA,NA,NA,NA,2.99075,NA,4.27055555555556,NA,5.26222222222222,NA,8115.49831081081,4.51088551141365,NA,NA,NA,NA,NA,NA,"2018",2024-06-10
"136",108,"LAE01","Outlet",2018-06-18,7.1,NA,NA,0.30617,0.215358,0.067058,0.036906,NA,NA,NA,NA,NA,NA,NA,3.03321126760563,NA,4.31225352112676,NA,5.19802816901409,NA,8295.94103939739,4.56574905305855,NA,NA,NA,NA,NA,NA,"2018",2024-06-18
"137",108,"LAE01","Outlet",2018-06-24,6.8,2.414697,0.09303898,0.29046,0.205296,0.064398,0.035342,NA,NA,NA,NA,NA,NA,NA,3.01905882352941,NA,4.27147058823529,NA,5.19735294117647,NA,8218.55016694019,4.51038852138265,NA,0.3551025,NA,0.0136822029411765,NA,3.85302917923036,"2018",2024-06-24
"138",108,"LAE01","Outlet",2018-07-01,6.9,NA,NA,0.282868,0.19763,0.062286,0.034812,NA,NA,NA,NA,NA,NA,NA,2.86420289855072,NA,4.09953623188406,NA,5.04521739130435,NA,8125.5888773986,4.54143788331246,NA,NA,NA,NA,NA,NA,"2018",2024-07-01
"139",108,"LAE01","Outlet",2018-07-08,6.9,NA,NA,0.268164,0.18672,0.05956,0.033536,NA,NA,NA,NA,NA,NA,NA,2.70608695652174,NA,3.8864347826087,NA,4.86028985507246,NA,7996.30248091603,4.50241773002015,NA,NA,NA,NA,NA,NA,"2018",2024-07-08
"140",108,"LAE01","Outlet",2018-08-08,7.3,NA,NA,0.267684,0.185204,0.055836,0.03082,NA,NA,NA,NA,NA,NA,NA,2.53704109589041,NA,3.66690410958904,NA,4.22191780821918,NA,8685.39909149903,4.79411132602622,NA,NA,NA,NA,NA,NA,"2018",2024-08-08
"141",108,"LAE01","Outlet",2018-08-12,9.1,NA,NA,0.30948,0.216136,0.066372,0.036612,NA,NA,NA,NA,NA,NA,NA,2.37512087912088,NA,3.40087912087912,NA,4.0232967032967,NA,8452.96624057686,4.66280961851383,NA,NA,NA,NA,NA,NA,"2018",2024-08-12
"142",108,"LAE01","Outlet",2018-08-20,12.1,NA,NA,0.443976,0.314272,0.098624,0.054408,NA,NA,NA,NA,NA,NA,NA,2.59728925619835,NA,3.66922314049587,NA,4.49652892561983,NA,8160.12351124835,4.50170343932511,NA,NA,NA,NA,NA,NA,"2018",2024-08-20
"143",108,"LAE01","Outlet",2018-08-26,12.6,3.141665,0.08112904,0.449684,0.316828,0.099696,0.055508,NA,NA,NA,NA,NA,NA,NA,2.51450793650794,NA,3.56892063492063,NA,4.40539682539683,NA,8101.24666714708,4.51055207831809,NA,0.249338492063492,NA,0.0064388126984127,NA,2.58235808082657,"2018",2024-08-26
"144",108,"LAE01","Outlet",2018-09-03,10.6,NA,NA,0.427452,0.300556,0.094504,0.052852,NA,NA,NA,NA,NA,NA,NA,2.83543396226415,NA,4.03256603773585,NA,4.98603773584906,NA,8087.71664270037,4.52311013290443,NA,NA,NA,NA,NA,NA,"2018",2024-09-03
"145",108,"LAE01","Outlet",2018-09-09,11.3,NA,NA,0.475704,0.336524,0.10666,0.05994,NA,NA,NA,NA,NA,NA,NA,2.97808849557522,NA,4.20976991150442,NA,5.30442477876106,NA,7936.33633633634,4.46000375023439,NA,NA,NA,NA,NA,NA,"2018",2024-09-09
"146",108,"LAE01","Outlet",2018-09-16,14.5,NA,NA,0.554436,0.396956,0.128204,0.072208,NA,NA,NA,NA,NA,NA,NA,2.7376275862069,NA,3.82369655172414,NA,4.97986206896552,NA,7678.3181918901,4.32463885682194,NA,NA,NA,NA,NA,NA,"2018",2024-09-16
"147",NA,"","Outlet",2018-09-20,NA,NA,NA,NA,NA,NA,NA,4.2,NA,16.91,0.544,0.3857,0.115,0.06,NA,2.28089887640449,NA,3.21703134240095,NA,3.54819633353046,NA,NA,4.7304347826087,NA,0.248373743347132,NA,NA,NA,"2018",2024-09-20
"148",108,"LAE01","Outlet",2018-09-23,14.1,NA,NA,0.582948,0.417696,0.135324,0.07636,NA,NA,NA,NA,NA,NA,NA,2.9623829787234,NA,4.1343829787234,NA,5.41560283687943,NA,7634.20639078051,4.30779462623038,NA,NA,NA,NA,NA,NA,"2018",2024-09-23
"149",108,"LAE01","Outlet",2018-09-29,13,3.221472,0.09038518,0.554,0.397584,0.130664,0.07452,NA,NA,NA,NA,NA,NA,NA,3.05833846153846,NA,4.26153846153846,NA,5.73230769230769,NA,7434.24584004294,4.23988244658054,NA,0.247805538461538,NA,0.00695270615384615,NA,2.80571055716145,"2018",2024-09-29
"150",108,"LAE01","Outlet",2018-10-07,13.2,NA,NA,0.537708,0.386124,0.126152,0.071408,NA,NA,NA,NA,NA,NA,NA,2.92518181818182,NA,4.07354545454545,NA,5.40969696969697,NA,7530.08066323101,4.26238188851544,NA,NA,NA,NA,NA,NA,"2018",2024-10-07
"151",108,"LAE01","Outlet",2018-10-14,12.5,NA,NA,0.546444,0.3922716,0.129032,0.073684,NA,NA,NA,NA,NA,NA,NA,3.1381728,NA,4.371552,NA,5.89472,NA,7416.04690299115,4.23494946989894,NA,NA,NA,NA,NA,NA,"2018",2024-10-14
"152",NA,"","Outlet",2018-10-17,NA,NA,NA,NA,NA,NA,NA,3.6,NA,14.87,0.565,0.402,0.126,0.068,NA,2.70342972427707,NA,3.79959650302623,NA,4.57296570275723,NA,NA,4.48412698412698,NA,0.242098184263618,NA,NA,NA,"2018",2024-10-17
"153",108,"LAE01","Outlet",2018-10-21,12.7,NA,NA,0.533752,0.382252,0.123532,0.069416,NA,NA,NA,NA,NA,NA,NA,3.00985826771654,NA,4.20277165354331,NA,5.46582677165354,NA,7689.17828742653,4.32075899362109,NA,NA,NA,NA,NA,NA,"2018",2024-10-21
"154",108,"LAE01","Outlet",2018-11-01,12.7,2.977175,NA,0.569444,0.408584,0.132304,0.074252,NA,NA,NA,NA,NA,NA,NA,3.2171968503937,NA,4.48381102362205,NA,5.84661417322835,NA,7669.0728869256,4.30405732252993,NA,0.234423228346457,NA,NA,NA,NA,"2018",2024-11-01
"155",108,"LAE01","Outlet",2018-11-04,13.9,NA,NA,0.560884,0.403824,0.130044,0.072756,NA,NA,NA,NA,NA,NA,NA,2.90520863309353,NA,4.03513669064748,NA,5.23424460431655,NA,7709.10990158887,4.31303251207284,NA,NA,NA,NA,NA,NA,"2018",2024-11-04
"156",108,"LAE01","Outlet",2018-11-09,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",2024-11-09
"157",108,"LAE01","Outlet",2018-11-11,14.8,NA,NA,0.559376,0.404612,0.127708,0.069696,NA,NA,NA,NA,NA,NA,NA,2.73386486486486,NA,3.77956756756757,NA,4.70918918918919,NA,8025.94123048669,4.38011714223071,NA,NA,NA,NA,NA,NA,"2018",2024-11-11
"158",108,"LAE01","Outlet",2018-11-18,13.4,NA,NA,0.580704,0.41868,0.134388,0.074472,NA,NA,NA,NA,NA,NA,NA,3.1244776119403,NA,4.33361194029851,NA,5.55761194029851,NA,7797.61521108605,4.32110009822305,NA,NA,NA,NA,NA,NA,"2018",2024-11-18
"159",108,"LAE01","Outlet",2018-11-25,15.4,3.531381,NA,0.641556,0.461364,0.147932,0.081872,NA,NA,NA,NA,NA,NA,NA,2.99587012987013,NA,4.16594805194805,NA,5.31636363636364,NA,7836.08559702951,4.33683043560555,NA,0.229310454545455,NA,NA,NA,NA,"2018",2024-11-25
"160",108,"LAE01","Outlet",2018-12-02,12.8,NA,NA,0.576728,0.416108,0.13242,0.072492,NA,NA,NA,NA,NA,NA,NA,3.25084375,NA,4.5056875,NA,5.6634375,NA,7955.74684103073,4.35529376227156,NA,NA,NA,NA,NA,NA,"2018",2024-12-02
"161",108,"LAE01","Outlet",2018-12-09,14.3,NA,NA,0.601804,0.435848,0.1396,0.076516,NA,NA,NA,NA,NA,NA,NA,3.04788811188811,NA,4.20841958041958,NA,5.35076923076923,NA,7865.07397145695,4.31091690544413,NA,NA,NA,NA,NA,NA,"2018",2024-12-09
"162",108,"LAE01","Outlet",2018-12-15,14.6,NA,NA,0.611804,0.443428,0.142108,0.077904,NA,NA,NA,NA,NA,NA,NA,3.03717808219178,NA,4.19043835616438,NA,5.3358904109589,NA,7853.30663380571,4.30520449235792,NA,NA,NA,NA,NA,NA,"2018",2024-12-15
"163",108,"LAE01","Outlet",2018-12-22,13.8,NA,NA,0.583388,0.423224,0.136032,0.074648,NA,NA,NA,NA,NA,NA,NA,3.06684057971014,NA,4.22744927536232,NA,5.40927536231884,NA,7815.18593934198,4.28860856269113,NA,NA,NA,NA,NA,NA,"2018",2024-12-22
"164",108,"LAE01","Outlet",2018-12-29,13.9,3.752755,NA,0.584928,0.423592,0.13538,0.074104,NA,NA,NA,NA,NA,NA,NA,3.04742446043165,NA,4.20811510791367,NA,5.33122302158273,NA,7893.33909100723,4.32063820357512,NA,0.269982374100719,NA,NA,NA,NA,"2018",2024-12-29
"165",108,"LAE01","Outlet",2019-01-07,13.9,NA,NA,0.593968,0.43026,0.13842,0.076228,NA,NA,NA,NA,NA,NA,NA,3.09539568345324,NA,4.27315107913669,NA,5.48402877697842,NA,7791.99244372147,4.29105620575061,NA,NA,NA,NA,NA,NA,"2019",2024-01-07
"166",108,"LAE01","Outlet",2019-01-14,14.5,NA,NA,0.57604,0.417524,0.13388,0.073324,NA,NA,NA,NA,NA,NA,NA,2.87947586206897,NA,3.97268965517241,NA,5.0568275862069,NA,7856.09077518957,4.30265909769943,NA,NA,NA,NA,NA,NA,"2019",2024-01-14
"167",108,"LAE01","Outlet",2019-01-20,13.4,NA,NA,0.55914,0.405608,0.12998,0.071248,NA,NA,NA,NA,NA,NA,NA,3.02692537313433,NA,4.17268656716418,NA,5.31701492537313,NA,7847.79923646979,4.30173872903524,NA,NA,NA,NA,NA,NA,"2019",2024-01-20
"168",108,"LAE01","Outlet",2019-01-29,13.6,2.24,0.044,0.552808,0.39968,0.127228,0.06964,NA,NA,NA,NA,NA,NA,NA,2.93882352941176,NA,4.06476470588235,NA,5.12058823529412,NA,7938.08156232051,4.34501839217782,NA,0.164705882352941,NA,0.00323529411764706,NA,1.96428571428571,"2019",2024-01-29
"169",108,"LAE01","Outlet",2019-02-05,14.1,NA,NA,0.561896,0.407532,0.131624,0.072828,NA,NA,NA,NA,NA,NA,NA,2.89029787234043,NA,3.9850780141844,NA,5.16510638297872,NA,7715.38419289284,4.26894791223485,NA,NA,NA,NA,NA,NA,"2019",2024-02-05
"170",108,"LAE01","Outlet",2019-02-11,13.8,NA,NA,0.574872,0.41734,0.134548,0.074128,NA,NA,NA,NA,NA,NA,NA,3.02420289855072,NA,4.16573913043478,NA,5.37159420289855,NA,7755.12626807684,4.27261646401284,NA,NA,NA,NA,NA,NA,"2019",2024-02-11
"171",108,"LAE01","Outlet",2019-02-19,13.5,NA,NA,0.55314,0.4031836,0.1305276,0.071748,NA,NA,NA,NA,NA,NA,NA,2.98654518518518,NA,4.09733333333333,NA,5.31466666666667,NA,7709.48319116909,4.23772443529185,NA,NA,NA,NA,NA,NA,"2019",2024-02-19
"172",108,"LAE01","Outlet",2019-02-27,12.7,3.46,0.019,0.535476,0.3885756,0.1253516,0.069104,NA,NA,NA,NA,NA,NA,NA,3.05965039370079,NA,4.21634645669291,NA,5.44125984251969,NA,7748.84232461218,4.27179230261121,NA,0.27244094488189,NA,0.00149606299212598,NA,0.549132947976879,"2019",2024-02-27
"173",108,"LAE01","Outlet",2019-03-04,13.8,NA,NA,0.587556,0.4283396,0.1387676,0.076332,NA,NA,NA,NA,NA,NA,NA,3.10391014492754,NA,4.25765217391304,NA,5.53130434782609,NA,7697.37462663103,4.23410075550777,NA,NA,NA,NA,NA,NA,"2019",2024-03-04
