"","Station.ID","Station.Code","Station","Date","TOC_m","THg_m","MeHg_m","X254nm","X285nm","X365nm","X400nm","THg_s","MeHg_s","DOC_s","X254nm_s","X285nm_s","X365nm_s","X400nm_s","labile_m","labile_s","sUVa_m","sUVa_s","sVISa_m","sVISa_s","SAR_m","E2_E3_m","E2_E3_s","THGTOC_m","THGDOC_s","MeHGTOC_m","MeHGDOC_s","MeHg_rel_m","Year","month_day"
"174",108,"LAE01","Outlet",2019-03-11,12.5,NA,NA,0.56658,0.41252,0.132468,0.072792,NA,NA,NA,NA,NA,NA,NA,3.30016,NA,4.53264,NA,5.82336,NA,7783.54764259809,4.27710843373494,NA,NA,NA,NA,NA,NA,"2019",2024-03-11
"175",108,"LAE01","Outlet",2019-03-16,12.3,NA,NA,0.54674,0.398932,0.128324,0.070728,NA,NA,NA,NA,NA,NA,NA,3.24334959349593,NA,4.4450406504065,NA,5.75024390243902,NA,7730.17758172152,4.26062155169727,NA,NA,NA,NA,NA,NA,"2019",2024-03-16
"176",108,"LAE01","Outlet",2019-03-24,11.9,NA,NA,0.539968,0.39494,0.12704,0.069372,NA,NA,NA,NA,NA,NA,NA,3.31882352941177,NA,4.5375462184874,NA,5.82957983193277,NA,7783.65911318688,4.25037783375315,NA,NA,NA,NA,NA,NA,"2019",2024-03-24
"177",108,"LAE01","Outlet",2019-04-01,14.2,3.31,0.023,0.610856,0.446484,0.142928,0.077584,NA,NA,NA,NA,NA,NA,NA,3.14425352112676,NA,4.30180281690141,NA,5.46366197183099,NA,7873.47906784904,4.27387215940893,NA,0.233098591549296,NA,0.00161971830985916,NA,0.694864048338369,"2019",2024-04-01
"178",108,"LAE01","Outlet",2019-04-07,12.8,NA,NA,0.548508,0.4079,0.135304,0.077408,NA,NA,NA,NA,NA,NA,NA,3.18671875,NA,4.28521875,NA,6.0475,NA,7085.93427035965,4.05389345473896,NA,NA,NA,NA,NA,NA,"2019",2024-04-07
"179",108,"LAE01","Outlet",2019-04-14,12.3,NA,NA,0.548992,0.401496,0.13098,0.072576,NA,NA,NA,NA,NA,NA,NA,3.26419512195122,NA,4.46334959349594,NA,5.90048780487805,NA,7564.37389770723,4.19141853718125,NA,NA,NA,NA,NA,NA,"2019",2024-04-14
"180",108,"LAE01","Outlet",2019-04-22,10.8,NA,NA,0.4842,0.3551,0.116836,0.065092,NA,NA,NA,NA,NA,NA,NA,3.28796296296296,NA,4.48333333333333,NA,6.02703703703704,NA,7438.70214465679,4.14427060152693,NA,NA,NA,NA,NA,NA,"2019",2024-04-22
"181",108,"LAE01","Outlet",2019-04-29,8.9,2.88,0.019,0.385816,0.280504,0.090944,0.050596,NA,NA,NA,NA,NA,NA,NA,3.15173033707865,NA,4.33501123595506,NA,5.68494382022472,NA,7625.42493477745,4.24234693877551,NA,0.323595505617978,NA,0.00213483146067416,NA,0.659722222222222,"2019",2024-04-29
"182",108,"LAE01","Outlet",2019-05-05,9.9,NA,NA,0.41682,0.299568,0.098744,0.055008,NA,NA,NA,NA,NA,NA,NA,3.02593939393939,NA,4.21030303030303,NA,5.55636363636364,NA,7577.44328097731,4.22121850441546,NA,NA,NA,NA,NA,NA,"2019",2024-05-05
"183",108,"LAE01","Outlet",2019-05-12,9.4,NA,NA,0.406096,0.2947396,0.098928,0.05688,NA,NA,NA,NA,NA,NA,NA,3.13552765957447,NA,4.32017021276596,NA,6.05106382978723,NA,7139.52180028129,4.10496522723597,NA,NA,NA,NA,NA,NA,"2019",2024-05-12
"184",108,"LAE01","Outlet",2019-05-19,8.5,NA,NA,0.405504,0.292156,0.09596,0.054356,NA,NA,NA,NA,NA,NA,NA,3.43712941176471,NA,4.77063529411765,NA,6.39482352941177,NA,7460.15159320038,4.22576073363902,NA,NA,NA,NA,NA,NA,"2019",2024-05-19
"185",108,"LAE01","Outlet",2019-05-21,NA,NA,NA,NA,NA,NA,NA,3.103,0.064,9.23,0.402,0.289,0.095,0.055,NA,3.13109425785482,NA,4.35536294691224,NA,5.95882990249187,NA,NA,4.23157894736842,NA,0.336186348862405,NA,0.00693391115926327,NA,"2019",2024-05-21
"186",108,"LAE01","Outlet",2019-05-26,10,3.98,0.077,0.467384,0.338864,0.111072,0.062448,NA,NA,NA,NA,NA,NA,NA,3.38864,NA,4.67384,NA,6.2448,NA,7484.37099666923,4.20793719389225,NA,0.398,NA,0.0077,NA,1.93467336683417,"2019",2024-05-26
"187",108,"LAE01","Outlet",2019-06-02,9.2,NA,NA,0.440856,0.318568,0.104236,0.058708,NA,NA,NA,NA,NA,NA,NA,3.46269565217391,NA,4.79191304347826,NA,6.38130434782609,NA,7509.30026572188,4.22940250968955,NA,NA,NA,NA,NA,NA,"2019",2024-06-02
"188",108,"LAE01","Outlet",2019-06-07,NA,NA,NA,NA,NA,NA,NA,3.241,0.08,9.47,0.422,0.303,0.097,0.054,NA,3.19957761351637,NA,4.45617740232312,NA,5.70221752903907,NA,NA,4.35051546391753,NA,0.342238648363252,NA,0.00844772967265047,NA,"2019",2024-06-07
"189",108,"LAE01","Outlet",2019-06-09,10,NA,NA,0.46742,0.337152,0.10928,0.061264,NA,NA,NA,NA,NA,NA,NA,3.37152,NA,4.6742,NA,6.1264,NA,7629.60302951162,4.27726939970717,NA,NA,NA,NA,NA,NA,"2019",2024-06-09
"190",108,"LAE01","Outlet",2019-06-16,10.3,NA,NA,0.500544,0.362448,0.1224964,0.0692,NA,NA,NA,NA,NA,NA,NA,3.51891262135922,NA,4.85965048543689,NA,6.71844660194175,NA,7233.29479768786,4.0861935534432,NA,NA,NA,NA,NA,NA,"2019",2024-06-16
"191",108,"LAE01","Outlet",2019-06-23,10.8,NA,NA,0.485344,0.35206,0.1195004,0.067448,NA,NA,NA,NA,NA,NA,NA,3.25981481481481,NA,4.49392592592593,NA,6.24518518518518,NA,7195.82493179931,4.06144247215909,NA,NA,NA,NA,NA,NA,"2019",2024-06-23
"192",108,"LAE01","Outlet",2019-06-30,10.7,3.76,0.09,0.504156,0.361416,0.11586,0.063028,NA,NA,NA,NA,NA,NA,NA,3.37771962616822,NA,4.71173831775701,NA,5.89046728971963,NA,7998.92111442533,4.3514241325738,NA,0.351401869158878,NA,0.00841121495327103,NA,2.3936170212766,"2019",2024-06-30
"193",108,"LAE01","Outlet",2019-07-07,10.2,NA,NA,0.433816,0.307128,0.086612,0.041988,NA,NA,NA,NA,NA,NA,NA,3.01105882352941,NA,4.25309803921569,NA,4.11647058823529,NA,10331.9043536248,5.00872858264444,NA,NA,NA,NA,NA,NA,"2019",2024-07-07
"194",108,"LAE01","Outlet",2019-07-15,9.9,NA,NA,0.39546,0.2773076,0.077116,0.03728,NA,NA,NA,NA,NA,NA,NA,2.80108686868687,NA,3.99454545454545,NA,3.76565656565657,NA,10607.8326180257,5.12811867835469,NA,NA,NA,NA,NA,NA,"2019",2024-07-15
"195",108,"LAE01","Outlet",2019-07-24,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2024-07-24
"196",108,"LAE01","Outlet",2019-07-28,9.8,3.2,0.1,0.43982,0.310812,0.099956,0.056232,NA,NA,NA,NA,NA,NA,NA,3.17155102040816,NA,4.48795918367347,NA,5.73795918367347,NA,7821.5251102575,4.40013605986634,NA,0.326530612244898,NA,0.0102040816326531,NA,3.125,"2019",2024-07-28
"197",14970,"LAE03","Inlet",2016-01-31,9.7,1.331508,0.05000418,0.424784,0.314472,0.104184,0.057708,NA,NA,NA,NA,NA,NA,NA,3.2419793814433,NA,4.37921649484536,NA,5.94927835051546,NA,7360.92049629167,4.07724794594179,NA,0.137268865979381,NA,0.00515507010309278,NA,3.75545471750827,"2016",2024-01-31
"198",14970,"LAE03","Inlet",2016-02-28,10.4,2.402644,0.05069936,0.458868,0.335604,0.108232,0.059252,NA,NA,NA,NA,NA,NA,NA,3.22696153846154,NA,4.41219230769231,NA,5.69730769230769,NA,7744.34618240735,4.23967033779289,NA,0.231023461538462,NA,0.00487493846153846,NA,2.11014865290072,"2016",2024-02-28
"199",14970,"LAE03","Inlet",2016-03-28,11.3,4.378204,0.03313728,0.47926,0.351584,0.113296,0.061632,NA,NA,NA,NA,NA,NA,NA,3.11136283185841,NA,4.2412389380531,NA,5.4541592920354,NA,7776.15524402908,4.23015816975004,NA,0.387451681415929,NA,0.00293250265486726,NA,0.756869255064405,"2016",2024-03-28
"200",14970,"LAE03","Inlet",2016-04-24,8.6,3.996099,0.03076,0.393988,0.28794,0.094228,0.052028,NA,NA,NA,NA,NA,NA,NA,3.34813953488372,NA,4.58125581395349,NA,6.04976744186046,NA,7572.61474590605,4.1812200195271,NA,0.464662674418605,NA,0.00357674418604651,NA,0.76975069936956,"2016",2024-04-24
"201",14970,"LAE03","Inlet",2016-05-29,11.6,3.506847,0.05290498,0.572484,0.418392,0.137132,0.076448,NA,NA,NA,NA,NA,NA,NA,3.6068275862069,NA,4.93520689655172,NA,6.59034482758621,NA,7488.54123064044,4.17469299652889,NA,0.302314396551724,NA,0.00456077413793103,NA,1.50861956623714,"2016",2024-05-29
"202",14970,"LAE03","Inlet",2016-06-25,15.1,3.63,0.05800206,0.735604,0.535152,0.169188,0.09152,NA,NA,NA,NA,NA,NA,NA,3.54405298013245,NA,4.87154966887417,NA,6.06092715231788,NA,8037.63111888112,4.34784972929522,NA,0.240397350993377,NA,0.00384119602649007,NA,1.59785289256198,"2016",2024-06-25
"203",14970,"LAE03","Inlet",2016-07-31,17.8,4.01,0.05989495,0.881548,0.637576,0.200788,0.107712,NA,NA,NA,NA,NA,NA,NA,3.58188764044944,NA,4.95251685393258,NA,6.05123595505618,NA,8184.30629827689,4.39044165986015,NA,0.225280898876404,NA,0.00336488483146067,NA,1.49363965087282,"2016",2024-07-31
"204",14970,"LAE03","Inlet",2016-08-28,17.6,2.92886,0.05659,0.8604,0.630084,0.20247,0.11004,NA,NA,NA,NA,NA,NA,NA,3.58002272727273,NA,4.88863636363636,NA,6.25227272727273,NA,7818.97491821156,4.24951844717736,NA,0.1664125,NA,0.00321534090909091,NA,1.93215107584521,"2016",2024-08-28
"205",NA,"","Inlet",2016-09-15,NA,NA,NA,NA,NA,NA,NA,1.84,0.14,15.67,0.675,0.495,0.16,0.088,NA,3.15890236119974,NA,4.30759412890874,NA,5.61582641991066,NA,NA,4.21875,NA,0.117421825143586,NA,0.00893426930440332,NA,"2016",2024-09-15
"206",14970,"LAE03","Inlet",2016-09-24,14.8,3.722347,0.1132,0.734124,0.535986,0.1754946,0.09741,NA,NA,NA,NA,NA,NA,NA,3.62152702702703,NA,4.9602972972973,NA,6.58175675675676,NA,7536.43363104404,4.18317144801037,NA,0.251509932432432,NA,0.00764864864864865,NA,3.04109208518174,"2016",2024-09-24
"207",14970,"LAE03","Inlet",2016-10-20,17.7,NA,NA,0.779832,0.564666,0.176232,0.094344,NA,NA,NA,NA,NA,NA,NA,3.19020338983051,NA,4.40583050847458,NA,5.33016949152542,NA,8265.83566522513,4.42503064142721,NA,NA,NA,NA,NA,NA,"2016",2024-10-20
"208",108,"LAE01","Outlet",2019-08-04,9,NA,NA,0.410784,0.290592,0.092632,0.05188,NA,NA,NA,NA,NA,NA,NA,3.2288,NA,4.56426666666667,NA,5.76444444444444,NA,7917.96453353894,4.4345798428189,NA,NA,NA,NA,NA,NA,"2019",2024-08-04
"209",108,"LAE01","Outlet",2019-08-11,9.4,NA,NA,0.410164,0.290188,0.092708,0.052104,NA,NA,NA,NA,NA,NA,NA,3.08710638297872,NA,4.36344680851064,NA,5.54297872340425,NA,7872.02518040841,4.42425680631661,NA,NA,NA,NA,NA,NA,"2019",2024-08-11
"210",108,"LAE01","Outlet",2019-08-18,11.9,NA,NA,0.497644,0.3545044,0.11196,0.061632,NA,NA,NA,NA,NA,NA,NA,2.97902857142857,NA,4.18188235294118,NA,5.17915966386555,NA,8074.44184839045,4.44483744194355,NA,NA,NA,NA,NA,NA,"2019",2024-08-18
"211",108,"LAE01","Outlet",2019-08-25,13.2,3.4,0.08,0.565168,0.4021724,0.12792,0.071076,NA,NA,NA,NA,NA,NA,NA,3.04676060606061,NA,4.28157575757576,NA,5.38454545454546,NA,7951.60110304463,4.41813633520951,NA,0.257575757575758,NA,0.00606060606060606,NA,2.35294117647059,"2019",2024-08-25
"212",108,"LAE01","Outlet",2019-09-01,14.5,NA,NA,0.565516,0.4052804,0.129016,0.071376,NA,NA,NA,NA,NA,NA,NA,2.79503724137931,NA,3.90011034482759,NA,4.92248275862069,NA,7923.0553687514,4.38330129596329,NA,NA,NA,NA,NA,NA,"2019",2024-09-01
"213",108,"LAE01","Outlet",2019-09-08,14.8,NA,NA,0.580972,0.4153764,0.131884,0.072908,NA,NA,NA,NA,NA,NA,NA,2.8065972972973,NA,3.92548648648649,NA,4.92621621621622,NA,7968.5631206452,4.40517424403263,NA,NA,NA,NA,NA,NA,"2019",2024-09-08
"214",108,"LAE01","Outlet",2019-09-15,15.6,NA,NA,0.605092,0.435764,0.140512,0.07764,NA,NA,NA,NA,NA,NA,NA,2.79335897435897,NA,3.87879487179487,NA,4.97692307692308,NA,7793.56002060793,4.30633682532453,NA,NA,NA,NA,NA,NA,"2019",2024-09-15
"215",108,"LAE01","Outlet",2019-09-22,13.4,NA,NA,0.620572,0.4451444,0.142284,0.078844,NA,NA,NA,NA,NA,NA,NA,3.32197313432836,NA,4.63113432835821,NA,5.88388059701493,NA,7870.88427781442,4.36150234741784,NA,NA,NA,NA,NA,NA,"2019",2024-09-22
"216",108,"LAE01","Outlet",2019-09-29,13.5,4.1,0.12,0.572604,0.4110324,0.134104,0.075708,NA,NA,NA,NA,NA,NA,NA,3.04468444444444,NA,4.24151111111111,NA,5.608,NA,7563.32223807259,4.26985026546561,NA,0.303703703703704,NA,0.00888888888888889,NA,2.92682926829268,"2019",2024-09-29
"217",108,"LAE01","Outlet",2019-10-06,13.9,NA,NA,0.6189,0.4441844,0.144172,0.080824,NA,NA,NA,NA,NA,NA,NA,3.19557122302158,NA,4.45251798561151,NA,5.81467625899281,NA,7657.37899633772,4.29278916849319,NA,NA,NA,NA,NA,NA,"2019",2024-10-06
"218",108,"LAE01","Outlet",2019-10-13,14,NA,NA,0.618204,0.444632,0.144272,0.08036,NA,NA,NA,NA,NA,NA,NA,3.17594285714286,NA,4.41574285714286,NA,5.74,NA,7692.93180686909,4.28498946434513,NA,NA,NA,NA,NA,NA,"2019",2024-10-13
"219",108,"LAE01","Outlet",2019-10-20,14.4,NA,NA,0.608584,0.438372,0.141896,0.079004,NA,NA,NA,NA,NA,NA,NA,3.04425,NA,4.22627777777778,NA,5.48638888888889,NA,7703.20490101767,4.28894401533518,NA,NA,NA,NA,NA,NA,"2019",2024-10-20
"220",108,"LAE01","Outlet",2019-10-27,15,3.9,0.08,0.6655,0.479084,0.1539,0.085496,NA,NA,NA,NA,NA,NA,NA,3.19389333333333,NA,4.43666666666667,NA,5.69973333333333,NA,7783.98989426406,4.32423651721897,NA,0.26,NA,0.00533333333333333,NA,2.05128205128205,"2019",2024-10-27
"221",108,"LAE01","Outlet",2019-11-03,14.3,NA,NA,0.542756,0.393272,0.126876,0.070084,NA,NA,NA,NA,NA,NA,NA,2.75015384615385,NA,3.7954965034965,NA,4.90097902097902,NA,7744.36390616974,4.27784608594218,NA,NA,NA,NA,NA,NA,"2019",2024-11-03
"222",108,"LAE01","Outlet",2019-11-10,14.9,NA,NA,0.598104,0.431972,0.13868,0.076704,NA,NA,NA,NA,NA,NA,NA,2.89914093959732,NA,4.01412080536913,NA,5.14791946308725,NA,7797.55944931164,4.31283530429766,NA,NA,NA,NA,NA,NA,"2019",2024-11-10
"223",108,"LAE01","Outlet",2019-11-17,14.8,NA,NA,0.676548,0.490914,0.158532,0.088128,NA,NA,NA,NA,NA,NA,NA,3.31698648648649,NA,4.57127027027027,NA,5.95459459459459,NA,7676.87908496732,4.26758004693059,NA,NA,NA,NA,NA,NA,"2019",2024-11-17
"224",108,"LAE01","Outlet",2019-11-25,14.4,3.6,0.06,0.621592,0.451612,0.145388,0.07986,NA,NA,NA,NA,NA,NA,NA,3.13619444444444,NA,4.31661111111111,NA,5.54583333333333,NA,7783.52116203356,4.27540099595565,NA,0.25,NA,0.00416666666666667,NA,1.66666666666667,"2019",2024-11-25
"225",108,"LAE01","Outlet",2019-12-02,13.7,NA,NA,0.580192,0.421284,0.135756,0.074708,NA,NA,NA,NA,NA,NA,NA,3.07506569343066,NA,4.23497810218978,NA,5.45313868613139,NA,7766.12946404669,4.27378532072247,NA,NA,NA,NA,NA,NA,"2019",2024-12-02
"226",108,"LAE01","Outlet",2019-12-09,12.9,NA,NA,0.55498,0.403972,0.130508,0.07144,NA,NA,NA,NA,NA,NA,NA,3.13156589147287,NA,4.30217054263566,NA,5.53798449612403,NA,7768.47704367301,4.25245961933368,NA,NA,NA,NA,NA,NA,"2019",2024-12-09
"227",108,"LAE01","Outlet",2019-12-16,12.7,NA,NA,0.572956,0.41804,0.135084,0.0741,NA,NA,NA,NA,NA,NA,NA,3.29165354330709,NA,4.51146456692913,NA,5.83464566929134,NA,7732.19973009447,4.2414793757958,NA,NA,NA,NA,NA,NA,"2019",2024-12-16
"228",108,"LAE01","Outlet",2019-12-22,12.4,NA,NA,0.560348,0.40926,0.131924,0.072116,NA,NA,NA,NA,NA,NA,NA,3.30048387096774,NA,4.51893548387097,NA,5.8158064516129,NA,7770.0926285429,4.24750613989873,NA,NA,NA,NA,NA,NA,"2019",2024-12-22
"229",108,"LAE01","Outlet",2019-12-28,12.6,3.5,0.08,0.542908,0.396912,0.128816,0.070376,NA,NA,NA,NA,NA,NA,NA,3.15009523809524,NA,4.30879365079365,NA,5.58539682539682,NA,7714.39126975105,4.21460067072413,NA,0.277777777777778,NA,0.00634920634920635,NA,2.28571428571429,"2019",2024-12-28
"230",14970,"LAE03","Inlet",2016-10-30,15.5,3,0.06,0.704694,0.508674,0.185352,0.085932,NA,NA,NA,NA,NA,NA,NA,3.28176774193548,NA,4.54641290322581,NA,5.544,NA,8200.60047479402,3.80192282791661,NA,0.193548387096774,NA,0.00387096774193548,NA,2,"2016",2024-10-30
"231",14970,"LAE03","Inlet",2016-11-27,14.5,3.7,0.05,0.601916,0.434832,0.1594,0.07368,NA,NA,NA,NA,NA,NA,NA,2.99884137931035,NA,4.15114482758621,NA,5.08137931034483,NA,8169.32681867535,3.77613550815558,NA,0.255172413793103,NA,0.00344827586206897,NA,1.35135135135135,"2016",2024-11-27
"232",14970,"LAE03","Inlet",2016-12-27,11.8,2.6,0.06,0.5438,0.394256,0.146108,0.068532,NA,NA,NA,NA,NA,NA,NA,3.34115254237288,NA,4.60847457627119,NA,5.80779661016949,NA,7934.97927975252,3.72190434473129,NA,0.220338983050847,NA,0.00508474576271186,NA,2.30769230769231,"2016",2024-12-27
"233",14970,"LAE03","Inlet",2017-01-25,10.6,NA,NA,0.486536,0.351824,0.12966,0.061052,NA,NA,NA,NA,NA,NA,NA,3.31909433962264,NA,4.58996226415094,NA,5.75962264150943,NA,7969.20657799908,3.7523985809039,NA,NA,NA,NA,NA,NA,"2017",2024-01-25
"234",14970,"LAE03","Inlet",2017-01-29,10.1,2.5,0.07,0.4832,0.350936,0.12996,0.061164,NA,NA,NA,NA,NA,NA,NA,3.47461386138614,NA,4.78415841584158,NA,6.05584158415842,NA,7900.07193774115,3.71806709756848,NA,0.247524752475248,NA,0.00693069306930693,NA,2.8,"2017",2024-01-29
"235",14970,"LAE03","Inlet",2017-02-25,9.6,2,0.02,0.457688,0.333484,0.123688,0.059212,NA,NA,NA,NA,NA,NA,NA,3.47379166666667,NA,4.76758333333333,NA,6.16791666666667,NA,7729.64939539283,3.70034279800789,NA,0.208333333333333,NA,0.00208333333333333,NA,1,"2017",2024-02-25
"236",14970,"LAE03","Inlet",2017-03-25,11.6,2.5,0.08,0.547504,0.399048,0.149284,0.072084,NA,NA,NA,NA,NA,NA,NA,3.44006896551724,NA,4.71986206896552,NA,6.21413793103448,NA,7595.36096775984,3.66753302430267,NA,0.21551724137931,NA,0.00689655172413793,NA,3.2,"2017",2024-03-25
"237",14970,"LAE03","Inlet",2017-04-01,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017",2024-04-01
"238",14970,"LAE03","Inlet",2017-04-30,11.7,2.4,0.04,0.541364,0.395056,0.147436,0.069196,NA,NA,NA,NA,NA,NA,NA,3.37654700854701,NA,4.62704273504273,NA,5.91418803418803,NA,7823.63142378172,3.67185761957731,NA,0.205128205128205,NA,0.00341880341880342,NA,1.66666666666667,"2017",2024-04-30
"239",14970,"LAE03","Inlet",2017-05-28,12.8,3.2,0.08,0.585876,0.423844,0.158864,0.0755,NA,NA,NA,NA,NA,NA,NA,3.31128125,NA,4.57715625,NA,5.8984375,NA,7759.94701986755,3.6879091550005,NA,0.25,NA,0.00625,NA,2.5,"2017",2024-05-28
"240",14970,"LAE03","Inlet",2017-06-25,14.7,3.5,0.06,0.689168,0.50348,0.187188,0.087676,NA,NA,NA,NA,NA,NA,NA,3.42503401360544,NA,4.68821768707483,NA,5.9643537414966,NA,7860.39509101693,3.68168899715794,NA,0.238095238095238,NA,0.00408163265306122,NA,1.71428571428571,"2017",2024-06-25
"241",14970,"LAE03","Inlet",2017-07-30,20.8,4.5,0.05,0.827552,0.59866,0.21864,0.100756,NA,NA,NA,NA,NA,NA,NA,2.87817307692308,NA,3.97861538461538,NA,4.84403846153846,NA,8213.42649569256,3.7849981705086,NA,0.216346153846154,NA,0.00240384615384615,NA,1.11111111111111,"2017",2024-07-30
"242",14970,"LAE03","Inlet",2017-08-26,16.1,3.3,0.06,0.705896,0.511192,0.19228,0.092028,NA,NA,NA,NA,NA,NA,NA,3.17510559006211,NA,4.38444720496894,NA,5.7160248447205,NA,7670.44812448385,3.67118785105055,NA,0.204968944099379,NA,0.00372670807453416,NA,1.81818181818182,"2017",2024-08-26
"243",14970,"LAE03","Inlet",2017-09-24,15.5,3.6,0.04,0.705144,0.514688,0.193608,0.091216,NA,NA,NA,NA,NA,NA,NA,3.32056774193548,NA,4.54931612903226,NA,5.88490322580645,NA,7730.48587967023,3.64212222635428,NA,0.232258064516129,NA,0.00258064516129032,NA,1.11111111111111,"2017",2024-09-24
"244",14970,"LAE03","Inlet",2017-10-28,13.1,3.7,0.03,0.591108,0.4318,0.159504,0.074636,NA,NA,NA,NA,NA,NA,NA,3.29618320610687,NA,4.5122748091603,NA,5.69740458015267,NA,7919.87780695643,3.70591333132711,NA,0.282442748091603,NA,0.00229007633587786,NA,0.810810810810811,"2017",2024-10-28
"245",14970,"LAE03","Inlet",2017-11-26,10.8,2.2,0.03,0.488324,0.35768,0.134556,0.063836,NA,NA,NA,NA,NA,NA,NA,3.31185185185185,NA,4.52151851851852,NA,5.91074074074074,NA,7649.66476596278,3.6291506881893,NA,0.203703703703704,NA,0.00277777777777778,NA,1.36363636363636,"2017",2024-11-26
"246",14970,"LAE03","Inlet",2017-12-29,10.2,3.1,0.03,0.499092,0.363472,0.13574,0.063908,NA,NA,NA,NA,NA,NA,NA,3.56345098039216,NA,4.89305882352941,NA,6.26549019607843,NA,7809.53871189835,3.67682333873582,NA,0.303921568627451,NA,0.00294117647058824,NA,0.967741935483871,"2017",2024-12-29
"247",14970,"LAE03","Inlet",2018-01-25,10.1,2.2,0.05,0.477492,0.349916,0.13242,0.063592,NA,NA,NA,NA,NA,NA,NA,3.46451485148515,NA,4.72764356435644,NA,6.29623762376238,NA,7508.68033714933,3.6058903488899,NA,0.217821782178218,NA,0.00495049504950495,NA,2.27272727272727,"2018",2024-01-25
"248",14970,"LAE03","Inlet",2018-02-24,11.5,2.3,0.02,0.522728,0.382532,0.14406,0.069516,NA,NA,NA,NA,NA,NA,NA,3.3263652173913,NA,4.54546086956522,NA,6.04486956521739,NA,7519.53507106278,3.6285436623629,NA,0.2,NA,0.00173913043478261,NA,0.869565217391304,"2018",2024-02-24
"249",14970,"LAE03","Inlet",2018-03-24,11.3,2.7,0.02,0.517676,0.380472,0.144104,0.070344,NA,NA,NA,NA,NA,NA,NA,3.36700884955752,NA,4.58120353982301,NA,6.22513274336283,NA,7359.20618673945,3.59237772719702,NA,0.238938053097345,NA,0.00176991150442478,NA,0.740740740740741,"2018",2024-03-24
"250",14970,"LAE03","Inlet",2018-04-30,7.3,2.9,0.01,0.36382,0.265804,0.10032,0.048496,NA,NA,NA,NA,NA,NA,NA,3.64115068493151,NA,4.98383561643836,NA,6.64328767123288,NA,7502.06202573408,3.62659489633174,NA,0.397260273972603,NA,0.00136986301369863,NA,0.344827586206897,"2018",2024-04-30
"251",14970,"LAE03","Inlet",2018-05-27,11.1,3,0.08,0.552654,0.401074,0.15044,0.071398,NA,NA,NA,NA,NA,NA,NA,3.61327927927928,NA,4.97886486486486,NA,6.43225225225225,NA,7740.46892069806,3.67358415315076,NA,0.27027027027027,NA,0.00720720720720721,NA,2.66666666666667,"2018",2024-05-27
"252",14970,"LAE03","Inlet",2018-06-24,12.8,2.2,0.07,0.524246,0.37663,0.135248,0.061146,NA,NA,NA,NA,NA,NA,NA,2.942421875,NA,4.095671875,NA,4.77703125,NA,8573.6761194518,3.87618301194842,NA,0.171875,NA,0.00546875,NA,3.18181818181818,"2018",2024-06-24
"253",14970,"LAE03","Inlet",2018-08-26,20.2,3.1,0.09,0.755712,0.54238,0.196432,0.090204,NA,NA,NA,NA,NA,NA,NA,2.68504950495049,NA,3.74114851485149,NA,4.46554455445545,NA,8377.8102966609,3.8471939398876,NA,0.153465346534653,NA,0.00445544554455446,NA,2.90322580645161,"2018",2024-08-26
"254",14970,"LAE03","Inlet",2018-09-29,17.5,2.7,0.07,0.759372,0.551284,0.20278,0.093812,NA,NA,NA,NA,NA,NA,NA,3.15019428571429,NA,4.33926857142857,NA,5.36068571428571,NA,8094.61476143777,3.74480718019529,NA,0.154285714285714,NA,0.004,NA,2.59259259259259,"2018",2024-09-29
"255",14970,"LAE03","Inlet",2018-11-01,16.9,2.9,0.02,0.67274,0.490304,0.1797244,0.082592,NA,NA,NA,NA,NA,NA,NA,2.90120710059172,NA,3.9807100591716,NA,4.88710059171598,NA,8145.34095311895,3.74317566229182,NA,0.171597633136095,NA,0.00118343195266272,NA,0.689655172413793,"2018",2024-11-01
"256",14970,"LAE03","Inlet",2018-11-25,11.7,2,0.03,0.493016,0.356424,0.13206,0.061596,NA,NA,NA,NA,NA,NA,NA,3.04635897435897,NA,4.21381196581197,NA,5.26461538461538,NA,8004.02623546984,3.73327275480842,NA,0.170940170940171,NA,0.00256410256410256,NA,1.5,"2018",2024-11-25
"257",14970,"LAE03","Inlet",2018-12-29,10.9,2.3,0.02,0.470112,0.341776,0.127952,0.060632,NA,NA,NA,NA,NA,NA,NA,3.13555963302752,NA,4.31295412844037,NA,5.56256880733945,NA,7753.52948937855,3.67412779792422,NA,0.211009174311927,NA,0.0018348623853211,NA,0.869565217391304,"2018",2024-12-29
"258",14970,"LAE03","Inlet",2019-01-29,11.6,2.2,0.04,0.482104,0.3492,0.129004,0.060032,NA,NA,NA,NA,NA,NA,NA,3.01034482758621,NA,4.15606896551724,NA,5.1751724137931,NA,8030.78358208955,3.73712443025022,NA,0.189655172413793,NA,0.00344827586206897,NA,1.81818181818182,"2019",2024-01-29
"259",14970,"LAE03","Inlet",2019-02-27,13.1,3.5,0.02,0.562328,0.4081556,0.150856,0.06982,NA,NA,NA,NA,NA,NA,NA,3.11569160305344,NA,4.29258015267176,NA,5.32977099236641,NA,8053.9673446004,3.72758126955507,NA,0.267175572519084,NA,0.00152671755725191,NA,0.571428571428571,"2019",2024-02-27
